Continent,Country,State,City
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,Illinois,Chicago
,,,
North America,United States,New Hampshire,missing
,,,
North America,United States,New Hampshire,missing
,,,
Europe,Switzerland,missing,Brunnen
,,,
Europe,Switzerland,missing,Brunnen
,,,
North America,United States,California,Berkeley
,,,
North America,United States,California,Berkeley
,,,
North America,United States,California,Berkeley
,,,
North America,United States,California,Berkeley
,,,
North America,United States,California,Berkeley
,,,
North America,United States,California,Berkeley
,,,
North America,United States,New Mexico,Sherman
,,,
North America,United States,New Mexico,Sherman
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,missing
,,,
North America,United States,New Mexico,Deming
,,,
North America,United States,New Mexico,Deming
,,,
North America,United States,Pennsylvania,Easton
,,,
North America,United States,Pennsylvania,Easton
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Honeoye Falls
,,,
North America,United States,New York,Honeoye Falls
,,,
North America,United States,Massachusetts,Ipswich
,,,
North America,United States,Massachusetts,Ipswich
,,,
North America,United States,Massachusetts,Ipswich
,,,
North America,United States,Massachusetts,Ipswich
,,,
North America,United States,Massachusetts,Rockland
,,,
North America,United States,Massachusetts,Rockland
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,New York,Rochester
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,South Carolina,Edisto Island
,,,
North America,United States,South Carolina,Edisto Island
,,,
North America,United States,New Jersey,missing
,,,
North America,United States,New Jersey,missing
,,,
North America,United States,New Jersey,missing
,,,
North America,United States,New Jersey,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
,,,
North America,United States,California,San Francisco
,,,
North America,United States,California,San Francisco
,,,
North America,United States,missing,missing
,,,
North America,United States,missing,missing
,,,
North America,United States,New York,New York
,,,
North America,United States,New York,New York
